name	mz	rt	D121	A122	A125	A126	A127	A128	B131	B132	B133	B134	B135	B136	C138	C139	C140	C157	C158	C159	C160	D202	D203	D205	A206	D207	D208	E211	E213	E214	E215	E216	H234	H235	H236	H237	H238	H239	H240
M151T189	151.1122157	188.62083	768706.0511	1524432.318		1689290.871	2283699.554	800985.6359	2150201.416	1484923.24	1530084.971	876472.1922		1380226.421	658083.4655	1572089.097	630023.6373	406658.6478	1610648.113		876019.6394	889694.843	507676.6468	864416.8791	954259.9219	1720661.234	604126.316	833401.7712	462044.4083	1498783.511	1526540.997	1138679.676		1171901.16		1593869.871	1597943.388		
M153T77_3	153.1027398	76.905648	1745405.149	2781505.276	2588594.708	4148511.715	5614205.087	5089200.198		3425464.626	6847576.453	3054650.533	897073.6061	6297031.918	19769.42149			888026.3119	6974770.58	2186901.78	4711839.955	3095305.499	958596.1605	1290176.058	1851640.604		2008576.32	2648022.324	1503001.956	10977586.95	7465203.349		1187215.941	3637116.942		4042778.474		1717150.896	242242.5408
M153T90_2	153.1148904	90.401052	258568.8676	150355.6464	52090.13286	52153.9602	540510.0292	390474.6572	405534.8198	290795.8242	118614.7996	98790.60136	20669.41927	332690.9985	32095.40925	280762.9113		40873.22572	84895.35022		131670.6902	150506.8318		16701.55002	358547.2938	102209.4395	101393.3015	508360.2686	18307.88134	113086.4798	91136.51362	16858.34389	163198.9066		57397.68301				41515.74022
M154T189	154.0503001	189.171645	1920813.105	860096.5494	2690797.663	4525338.617	3324915.289	1074025.591	1842071.587	1634439.037	2561036.696	1285709.966	1588589.44	3799954.531	1174712.526	3601205.06		1096023.955	3548625.541	757631.1298	8043084.258	1905748.793	1330593.133			2465456.002	1826971.088	2195140.231		1830545.249	2557680.971	2030914.002	3180855.686		1601359.492	7325914.777			636515.3644
M155T157	155.0343532	156.648696		2303253.963	4863294.062	11673120.62	3508053.504	2096889.09	1814759.405	1609562.612	571882.3957	1331962.467		572772.155	1569208.523	2570670.998	1263205.841		2184571.517	461256.5956	715189.8104	1852843.131		1717072.941	1962669.151	1733760.655	352497.6161		482332.1181	1393970.271	2814597.91	546166.4373	1502423.126	563911.6774		882660.9024	449250.7154	433577.8635	
M155T59_2	155.0539372	59.2407498	120774.02	439068.7208	347696.5085	132043.1226	642686.6221	197861.7959	606234.1832	544273.8793	133706.3962	307330.9532	69235.88145	156821.5328	195705.2735	514490.6373			487136.7419	238390.6025	416136.9395		216171.4679		184800.1653	885324.4899	53638.46181	255939.4224	36986.68956	122333.0422	204345.4496		226365.0336	476219.026	137677.5059	489761.1147	287806.6052		
M155T90_2	155.0732437	90.079806	137725.9853	222133.1396	57204.93294	96344.96525	577176.8633	247287.9549	763519.7204	673590.5251	257901.4655	195903.4814	87967.35422	549455.7752	102902.2642	611266.9563		131691.7581	398026.8651		307913.5588	290118.1169		68017.72232	465293.0526	56011.83028	179943.2916	371578.9166	69779.79483	281478.9664	95553.7773	81791.65522	281744.6715	127477.6056	79366.07478				
M155T330	155.1071049	329.875524		592609.3646	644848.3602	788501.0237	853296.6258		795294.6139	617673.7737	666177.5032		577881.8699	751941.1241		946095.8462	782703.693	597979.2465	919566.0818	557142.0661		647388.4927	589051.8243	610569.6948	647334.9677	682138.1739	669402.357	611622.9883	607174.0589		685383.6353	608173.4035	728116.4043	913474.3377		888926.9569	626622.0657	612562.9871	556965.6391
M157T73	157.0136376	73.113828	3582048.334	1868386.996	1558480.497		3888649.057	2953783.187	4575795.429		4502588.521	1977404.589	2588804.254	7405556.209	1921021.586	4601130.653	3194613.956		3865843.833		4828351.967	2380654.457	1783759.535			3248161.409	2817259.513	3966057.449	1373410.79	5033362.198		3693100.286	2427798.477	2886590.77	5757184.457	2132390.891	2259723.684	2200166.46	677139.8634
M157T162_1	157.0137125	162.369786	135184.4436	172306.979	76913.08494	203045.8505	246798.8621	176273.7637	356578.0575	193124.5074	204367.2754		84012.89191	528129.6865	140727.4665	426386.8746	210053.8704	147286.9622	233419.1673	55365.27295	182020.9893	123783.684	99005.5352		303917.3148	363701.8756				268619.2956	391384.6935	275217.2207	65556.34693	168175.2858	217069.5754			76465.85777	23075.63441
M157T274	157.0693026	273.708561	224672.51	401233.3147	64091.99039	443453.6028	1032026.276	344445.4535	676459.7602	814187.5023	463707.9309		29036.96163	1185945.818		373948.4113	51026.58296	274817.6136	499167.2064		798595.6072		101490.641		532154.9401	647231.7076	190788.3234	437604.7783	46814.23217	248970.2805	432010.1233	194437.1352	114621.1175	176009.93	305483.7428	446271.4929			27306.28965
M158T45	157.9390514	44.706354		60976.55044	556463.9487	131266.1107	79712.04935	145628.348	40510.2381		369083.072	368993.7549	323191.3137		258809.601			121959.9358	153236.4264	331454.2017	156522.4755	439900.3487	526260.1352	500736.7555	166957.5832	37431.16574	273290.3697		824191.2461	415520.4692	185606.4672	450347.5287		283552.6761	433637.7182	114311.4183	24467.45312	621864.7955	156075.0813
M158T770	158.044176	770.01135		26021.0851	21912.21172	20754.22249	21876.25339	18108.84854	22745.26003	19627.48524	15328.69323		22511.40489		27507.48697	25222.39029	42440.80421	19590.97857	15000.7528	26557.11538	18231.43716	20867.87738	27543.4815	18831.84134		18475.2566	23101.01402	23580.21183	24094.47005			12334.0815	21139.51367	23133.07536	28713.27034		19595.17278	26430.56356	33728.07289
M158T57	158.0565418	56.9871948	907184.0096		200906.0115	669789.1187	493490.5953	947517.2485	1323321.269	1429221.827	789176.6206	628209.5221	92947.48078			735899.1995	317937.2935	206126.2203		89502.41002	566911.491	433097.3525	210052.6166		982028.9137	476888.3843	321382.1019		229377.4853	730646.3835	627700.2657	328495.2844	1133863.897	797289.1916	744515.257	572880.5648	574096.7087		142953.4544
M158T268_2	158.0897158	268.043109	420962.6099	214986.9127	276378.1459	789091.7334	606965.9263	233621.7292	698693.2983	477989.3318				523683.1399	263951.2835	318041.1796	344346.828	117481.7627	593039.6594	120647.6745	627995.7215	482591.5344	195221.957	271480.7076	307273.406		179663.5171				991292.2641	219495.9826	1171396.882	272612.247	632967.2391	397128.8981	524013.7568	195624.3067	26977.91761
M159T46_2	158.9645476	46.1581296	18915365.57	2861738.338	9711621.154	6420434.755	795282.7287	860873.1701	1393394.3		3051469.347	4623731.856	3353835.383	1072868.027		1129238.897		1860604.07	3653779.421	1030505.406	2661781.068	6229874.245	11353615.07	1201858.433	3919913.671		1701064.428		9043158.491	403476.9804	2804814.71	3016781.877	8449576.087		12704688.2	5374489.534		1959690.098	3472186.608
M159T226	159.0262638	225.685182	37042.95838	90178.21425	41138.38553	40997.76987		19112.47411	30297.65468	64378.62535		50224.21592		35796.13362	44318.5502	100539.7226	34546.35358		124199.1871	32248.03808	110558.1071	31776.75755	51205.44389			37880.56188	54841.40315	36647.37079	54941.59459	117439.3806	45052.27945	84932.44812	135990.6253	130014.0393	29597.00621	142601.1069	62240.62822		10015.44353
M159T257	159.1021264	256.93413	945671.0059	593979.0252			1308751.354	928858.629	1562631.453	1517614.46	1446096.628		292008.6308	1313106.199	667256.5824	734575.4434	593333.8848	393874.2784	571305.8162	192228.5879	1216656.77	638271.422	485778.3318	516346.4861	852950.6101		683007.3124	622950.4387	295311.3534	868063.0853			977343.0016	718827.9934	729874.2841	1375856.331		333913.5381	186860.2276
M159T229	159.113315	228.914415	651778.4295	689194.3868	417882.6806	532944.0007	648760.5579		532567.5461	524218.3306	958176.8196	457287.0778	1055871.947	1027048.418	511655.7898	450524.7354			883460.1815	416045.3576	640571.6244	534956.3568	538715.9944	552654.6386	550667.1581	954121.1259	394650.0553		560481.8219	572940.7409	594040.9631	745576.2655	413088.2888	401816.7316		553813.5594	421686.8851		
M160T244_1	160.0454472	244.087416	919645.0151	339297.1711		533441.7655	1104568.715		699900.5422	849665.2548	96934.00901	323048.4526	208789.0912		106626.5465	281813.9045	206979.0212	409939.991	406952.9153	148730.4949	463426.3168	258594.3268	235106.6987		729747.8079		69463.34719	483730.3844	477572.3081	1040135.704	583892.2431	333119.087		421699.8488	501207.4481	740964.3494	453915.6309	336521.6055	
M160T79	160.0972871	78.653403	4026502.72	3309683.341	2515822.708	4787184.392	5891616.48	3481902.741	5290605.691	5160090.559	5372197.349		2594779.414	6737493.977		3715991.856		2147787.577	5902772.091	2201557.454	5005784.856	3393249.6	3136691.989	3547047.79		9144805.92		4048050.606	3168016.522	6152749.999	4411016.343	4155433.546		4717237.401	2810112.1	7221089.379		2849891.477	1748127.361
M161T45_3	160.929193	44.931543	137851.2988	110035.0178	172316.7125	53911.29085	31227.56145	78755.81404	57941.02849	69834.52888	100816.5619	29413.96633		154286.3587		140681.3526		39457.33198	75392.97227		97115.27539	23751.8614	156859.3404		145416.2635	33050.70045	64674.91364		119709.3853	41776.748	25103.9421	133205.9501	202327.894		105454.81	24118.66641	31047.41094	98360.24493	25016.97238
M161T68_2	161.0813121	68.17536	724523.9287	2605488.44	3889365.976	9007966.856	3527789.832	2584291.835	5075848.454	3803260.835	1382223.611	4641969.872	1217047.495	1691122.378	1880428.169	1964962.953	1156693.196		4542280.807	770179.9637		1602649.239	1173329.509	664504.3176	2429992.88	2759848.982	1919298.101		776854.1553	2683574.638	4299975.118	956921.0758	804253.7171		844850.6776			430460.814	
M162T299	162.0410356	298.751064	17396.8184	91069.50677	38374.58151		162947.0299	141362.997	799562.2683	198086.0157	394798.7794	316390.1364	129920.982	422880.9616	76747.5026	224648.0578	116817.551	17773.96699	176191.5147	93156.72513	90090.42802	220872.8427	65189.08068	53456.07818	179156.1482	1267398.006	116761.7655	291785.4915		135221.2042	541952.3323	85272.08897		91910.30845			116772.2751		
M162T261	162.0554117	261.115182	8416787.463	15821618.97	22893422.17	27370502.99	27967703.82	15586930.78	29774782.35		21440697.16	21993361.34	6293552.143		15927075.5	18112168.69	29111314.92		25465415.57	6635328.263		19960336.74	9093636.85		17795229.67	36938547.17	8831631.791	11326865.64	5771185.506	19236707.17	14965841.74	19039916.57	13707422.27	14688968.74	6287743.603	16998991.37		5050811.328	
M162T48	162.076445	47.993004	2933347.803	2716821.588	11337984.97				6603289.148	9361822.938	9848578.641	17843401.54	6521128.779		7462187.833	3143277.754	13627680.4	4210568.737	6098092.94	4428514.889		53507782.27	18381880.46	25557855.43	3610095.467	24317476.61	20384141.81	8491749.431	3406476.059	9820911.446	4766234.626	8191265.53	6329161.065		40563774.14	2229357.347		16029715.62	13545361.66
M162T85_1	162.1401417	85.428195	43546.28832	89983.95872			603693.2026	70620.71775	406878.6375	796316.6474	147973.5679		32102.83334	738649.9409		61398.51739		153763.8944	46377.25605	30891.26907		298200.0585	45841.03082		48532.3483	883020.7061	57158.28927	45513.67333	49428.27665	41201.29444	155319.8277	95713.35666	51352.26812	125236.5121	320779.7123	1305649.651	796300.9122	137642.6737	8122.864298
M163T47	163.0196261	47.1694236	84450.77967	348180.6247	291801.5546	487193.4783		84590.07668	287607.9893	278190.7724	284329.497	247607.5519	144920.7692	675900.1543	352257.5792	426918.5935	171767.5994	132868.4277	655195.0672	123077.7127	484153.2915			222509.5967	342442.8467	211621.7613	260836.5677	184060.5267		244902.4877	215768.4036	257180.5662	296599.2713	174552.724		620093.6307	679672.4519		
M163T283	163.0758373	283.279458	3244426.977	1958520.266	2016519.801	6854332.487	6124799.463	2843101.647	4924808.476	3716405.771	3098233.394		981222.6651	6085720.57	1778838.052	5036872.649	2586076.106	973353.2385			2503594.458		1501297.516	977129.1018	2566370.222	5113147.147	1824249.47	2144856.191	954616.0579		4984059.295	2925265.366	2978031.661	2980586.88	3642038.751	5021342.341	4422972.04		
M163T252_1	163.0944564	252.276969	3312102.307	4152304.503	4021932.999			1541899.17		1547479.845	2156397.249	5019369.611	2896265.766		2974034.081	1851603.492	1771682.092	3861381.547	3686547.568	3810931.68	2560527.03	2105230.51	5293889.479	6028543.37	1663020.666		3751856.617	3035505.634	3739130.059	2734054.477		2268513.365	3775768.224	1926103.958	3373460.678	2143194.416		2144458.077	2604549.36
M164T47_2	164.0088563	46.9812318	653772.6611		1045911.301	896627.547	437580.2019	188943.9799	1342254.734	435663.9739	639927.9299		229219.067	442621.8869	782273.1244	1613713.347		583064.8599	1065606.634	367718.4563	743469.9523	1203571.703	560971.8137	447349.3558	270910.9297		338684.7997		301164.0173	489969.8172	82962.50574	801908.4795	675124.5727		712119.9011	1080165.797		432048.2512	139154.5436
M164T43_4	164.0213424	42.6356346		97140.99425	124196.1785	138787.2939		340369.0634	457502.5046	408811.5085	296252.2093	236689.0783	259693.7869	330876.5084	181749.1356		219905.8162	150136.7653	184093.1205	134004.993	146080.5808	186318.794	138715.6952	296390.9374	161960.3559	261966.8083		319222.9918	193110.931		118594.0529	242278.3971			125161.2269	128148.2827	279226.3298	71064.30629	59523.2973
M164T302	164.0265709	301.914942	24091.79571	24792.92396	39571.81497	101924.9399	194629.0859	53267.91447	117917.4996	135650.7563	58119.3017	53489.48129	42640.05911	127031.0809	29957.01921	111383.4336	44419.86231	12231.14827	63530.89995		123586.0385	38539.97645	16722.44343		45056.70259	171218.6967		36584.78813	21701.34738	60600.29691	50642.80827	71421.92497			19286.80006	72356.40819	229759.4783		
M164T285	164.0380281	285.463275		1888136.922	51072.83571		4816956.453	3750552.369	7813427.675	3531979.121	6114182.61	3626541.69	2081845.805	6145879.907	2402449.309	5863484.399	1781608.913		3260155.192	2067610.54	2661493.463	3410108.146	1862911.273	683018.3336	4402250.222	12310217.83	1900886.08	6629439.733	587547.284	3174731.134	6443173.595	2391216.697		1922606.622		2417771.497	2503917.03		
M164T248	164.0425036	247.834266	78252.49927	50644.63239		131414.556	245104.868	96201.49431	128899.4608	77573.21729	91170.02603	2695882.339		213834.1281	1859601.322	150631.2418	63130.13038			1236537.759	4314667.823	90784.03187	77170.51209	989178.2401	99853.67472		76302.13831	280830.0872		152583.088	177370.6251	3064195.578	59983.91818	162243.4596	186597.1843	142164.6134	66806.81419	46101.1863	
M164T55	164.0710155	55.2505752		584375.8535		271805.2248		488800.611	544978.3255	483896.3276	850524.8764	1445897.587	517985.3552	551908.4006	582650.6362	357873.2962	510935.3886	345727.4754	697979.2923	448710.2909		637489.8569	448485.5411	766000.2108	768520.0752	1649191.942	753844.4856	347288.4786	389751.7462	576933.1212	450186.497	156192.4599		339514.4292	268051.202	253768.3869	96657.72837		
M164T44_2	164.1117137	43.7946477	263763.2916	117642.6884	59770.84934	234695.881	215695.0497	122839.6542	169206.8603	388521.5863	63803.17733	115927.2185		340173.6996		215416.8902	116171.2194	258154.4405	120706.5612	59018.35489	200932.2832	77654.98944	115192.9898		207941.2837	87701.70282	139464.0378	170484.032			310923.9044	288779.1022	713638.2433		516083.2321	228938.4295	266516.4393		328890.7392
M165T234_1	164.5280765	233.718015	23095.88145	113516.2247	81613.80984	81972.67513	77184.25134	79007.43379	125894.3099	64919.1973	120933.8259	191064.0034	133528.4617	37869.73359	142073.0811	154986.779	42655.00935		152698.285	51097.44622	135231.273		49511.49455	55642.81044	55183.62047		205342.3444	239895.4143	46266.59725	84101.72498	68528.90061	181268.2408				182037.8262	50355.74173		12662.56375
M165T779	164.9659487	778.8078	98735.37972	38415.80173	40010.57848		72842.50387	90652.27506		72962.63534	57601.04434	50632.35664	80520.923	47249.72793	39445.6888		49736.05504	83187.66501		41512.48478	30984.7763	72025.21079	61387.2191	71450.74745	67526.92512	62465.95096	74772.17828	50711.60254	57465.01528		43967.91354		58331.50607		48140.4985	48354.88553	70696.5737	73974.88413	73675.13069
M166T46_1	165.9309107	46.0686516		172510.9026		63462.643	233526.5808	126679.9545	100126.8183	205503.7724	64452.58056	32708.67279	68898.40091	206689.0067	152590.683	258656.3521	228989.0919	62900.22319	80621.22924	123405.097		103683.3558	35551.47289		34780.36055	100645.4103	158576.8322	196155.4281		80683.49824	91899.27464	89990.45049	53627.39958	174615.6376		99007.94266	311523.1156	75719.34692	
M166T63_1	166.0182052	62.93838	185816.1253	209429.3109	192604.8381	342068.1996	354865.9313	148717.5422	347093.7202	361387.3845			152151.85	336103.8932		317069.7697	130357.3035	89405.4664	199024.8913	68309.6946	298097.0945	155289.0832	142826.948		355260.0264	443321.4678	96126.95593		75521.36506	280516.9635		353398.8274	390937.201	278268.865	169715.2034	251313.6327	409587.3686		46666.87113
M166T113_1	166.1079336	113.196636	260752.8667	853917.0215	385109.43	650933.3229	2273030.672	926472.8943		2116830.603	1500503.659	1512703.514	973644.8047	2591533.273	1026657.457		538950.099		1708887.117	436401.4211	1774984.722	725991.2076		816778.3835	795460.6448	3004363.583	608739.5024	1753284.996	469752.8542	3410151.221	1291715.477	1548012.694	1457430.024	1313706.629			1107474.788	495697.9357	
M166T165	166.1079487	164.611215		265800.3938	172015.8654	367440.0088	648532.2604	247745.7697	437980.8379	406422.4815	350816.6796	387219.7493	167484.4579	494983.888	281410.4955	590173.5554	141830.6577		470298.7219		393172.0324	215437.7494			272946.022	606791.6525	254719.725	331385.3298		498678.0352	443990.1493	440485.6083	318628.5564	349891.5265	225363.6279	632223.6799	365262.5344	125238.1613	
M167T216	167.0740859	215.807508	211326.499	281709.4736	214951.9526	401516.8521	276834.8754	208329.0821	354194.6551	420982.2929	210044.5037		102731.1814	475625.6659	96103.23717	171704.7789	89025.80831	93635.6225	284113.2604	56333.87642		163738.9769		143513.5229	257132.933	366057.9065	125961.0455		108573.7849	231596.8836	23124.01856	208828.3846	73258.21219	88511.33417		76807.49475	1103016.339		
